x1;0,98531602194798793095
x2;0,9831136143127745138
x3;0,98096248262894323932
x4;0,98311361431277451381
x5;0,98531602194798793105
x6;0,95653282655118530817
x7;0,93967658317795607024
x8;0,91501316393199113189
x9;0,93967658317795607028
x10;0,9565328265511853083
x11;0,88389583397531456683
x12;0,77327299581534294706
x13;0,4343978956824120379
x14;0,77327299581534294715
x15;0,88389583397531456695
x16;0,95653282655118530809
x17;0,93967658317795607006
x18;0,91501316393199113173
x19;0,93967658317795607015
x20;0,95653282655118530818
x21;0,98531602194798793087
x22;0,98311361431277451362
x23;0,98096248262894323914
x24;0,98311361431277451358
x25;0,98531602194798793085

